Question,Option A,Option B,Categories,Work Safe,Mature,Shape,Why It Works
Have you ever pressed 'close' as someone hurried toward the elevator?,Yes,No,Etiquette; Humor; Confession,TRUE,FALSE,CONFESS,"Tiny villain moment, big denial"
Have you ever spoken for a pet in a made-up voice?,Yes,No,Humor; Fun; Confession,TRUE,FALSE,CONFESS,Pet ventriloquism is everywhere
Do you have a secret mental ranking of your friends?,Yes,No,Relationships; Psychology; Confession,TRUE,FALSE,CONFESS,"Everyone ranks, nobody says it"
Have you ever pulled out your phone just to avoid saying hi?,Yes,No,Social; Confession,TRUE,FALSE,CONFESS,The universal social shield
Is there someone whose name you've been faking for way too long?,Yes,No,Social; Confession,TRUE,FALSE,CONFESS,Long past the point of asking
Have you ever eaten lunch alone in a car or stairwell just for the quiet?,Yes,No,Work; Self; Confession,TRUE,FALSE,CONFESS,Introvert survival tactics
Is your work personality basically a character you play?,Yes,No,Work; Self; Psychology,TRUE,FALSE,MIRROR,Office persona vs real self
Have you ever used a party bathroom trip just to get a break from people?,Yes,No,Social; Psychology; Confession,TRUE,FALSE,CONFESS,Recharging in hiding
Have you ever pretended not to be home when the doorbell rang?,Yes,No,Home; Social; Confession,TRUE,FALSE,CONFESS,Freeze until they leave
Do you watch yourself more than the speaker on video calls?,Yes,No,Technology; Self; Confession,TRUE,FALSE,HABIT,Self-view gravity is real
Have you ever let an elevator go rather than share it with someone?,Yes,No,Social; Psychology; Confession,TRUE,FALSE,CONFESS,The solo ride preference
Have you ever accepted a wrong order instead of correcting it?,Yes,No,Food & Drink; Psychology; Confession,TRUE,FALSE,CONFESS,Confrontation costs more
Have you ever replied 'just saw this' to a text you saw instantly?,Yes,No,Communication; Confession,TRUE,FALSE,CONFESS,Texting's most common lie
Have you ever been mad at someone over what they did in your dream?,Yes,No,Psychology; Confession; Humor,TRUE,FALSE,CONFESS,Dream grudges are strangely real
Would you call out a stranger cutting the line?,Yes,No,Fairness; Social,TRUE,FALSE,GREY,Justice vs avoiding a scene
Is a kind lie better than a hard truth?,Kind lie,Hard truth,Ethics; Values; Communication,TRUE,FALSE,BELIEF,Comfort vs respect
Turning down plans: fake excuse or honest 'I don't feel like it'?,Fake excuse,Honest,Ethics; Social; Communication,TRUE,FALSE,GREY,Politeness vs radical honesty
Is it okay to let kids win at games?,Yes,No,Family; Fun; Ethics,TRUE,FALSE,GREY,Kindness or lying practice?
Would you skip a friend's wedding for a dream trip?,Yes,No,Ethics; Relationships; Travel,TRUE,FALSE,GREY,Loyalty vs once in a lifetime
Is it okay to use AI to write a heartfelt message?,Yes,No,Ethics; Technology; Communication,TRUE,FALSE,GREY,Whose thought counts?
Would you rescan an item the self-checkout missed?,Yes,No,Ethics; Consumer; Money,TRUE,FALSE,GREY,"The machine erred, you decide"
Is it okay to eat a grape at the store before buying?,Yes,No,Ethics; Food & Drink; Norms,TRUE,FALSE,GREY,Sampling or shoplifting
Is filling a water cup with soda at the fountain stealing?,Yes,No,Ethics; Food & Drink; Norms,TRUE,FALSE,GREY,Tiny theft everyone has seen
Would you share your exact salary with a coworker who asked?,Yes,No,Work & Money; Norms; Trust,TRUE,FALSE,NORM,Transparency vs taboo
Would you tell a friend if a mutual friend trashed them?,Yes,No,Trust; Relationships; Ethics,TRUE,FALSE,GREY,Honesty vs starting a war
Would you ask a friend to pay back $3 they owe you?,Yes,No,Money; Norms; Relationships,TRUE,FALSE,GREY,Principle vs pettiness
Would you correct your boss's mistake in a big meeting?,Yes,No,Work; Communication; Ethics,TRUE,FALSE,GREY,Integrity vs career survival
Would you pick your baby's traits if you could?,Yes,No,Science; Future,TRUE,FALSE,GREY,Parenting or playing god
Would you rather have a tiny home in a big city or a big home in a small town?,Tiny in city,Big in town,Housing; Cities,TRUE,FALSE,TRADE,"Urban energy vs square footage, classic"
Would you rather read minds or be invisible?,Read minds,Be invisible,Fun; Psychology,TRUE,FALSE,TRADE,"Curiosity vs escape, a character read"
Would you rather retire at 40 with a modest life or at 65 with a wealthy one?,Retire at 40,Retire rich,Money; Life Stage,TRUE,FALSE,TRADE,"Time now vs comfort later, pure values"
Would you rather live with endless summer or all four seasons?,Endless summer,Four seasons,Lifestyle; Preferences,TRUE,FALSE,TRADE,Season lovers find endless summer bleak
Would you rather be the best player on a losing team or the worst on a winning team?,Best on losers,Worst on winners,Values; Psychology,TRUE,FALSE,TRADE,Personal glory vs shared victory
Would you rather have dinner with your ancestors or your descendants?,Ancestors,Descendants,Family; Deep,TRUE,FALSE,TRADE,Where you came from vs where it's going
Would you rather everyone see your screen time or your spending?,Screen time,Spending,Confession; Money; Technology,TRUE,FALSE,TRADE,Which private number shames you less
Would you rather fly first class once a year or economy five times?,First class once,Economy five times,Travel; Money,TRUE,FALSE,TRADE,"Luxury vs frequency, travel style test"
Would you rather camp under the stars or stay in a five star hotel?,Camping,Five star,Travel; Adventure,TRUE,FALSE,TRADE,Comfort seekers vs adventure seekers
Would you rather get $100k today or $1M at 70?,$100k today,$1M at 70,Money; Future; Risk,TRUE,FALSE,TRADE,Patience has a price tag
Would you rather your partner be funnier or smarter than you?,Funnier,Smarter,Relationships; Self,TRUE,FALSE,TRADE,Ego picks the answer
Would you rather a rich but stingy partner or a broke but generous one?,Rich and stingy,Broke and generous,Relationships; Money; Values,TRUE,FALSE,TRADE,Generosity vs security
Would you rather marry someone just like you or your total opposite?,Just like me,My opposite,Relationships; Psychology,TRUE,FALSE,TRADE,Mirror or counterweight
Would you rather confront a friend who owes you $100 or eat the loss?,Confront them,Let it go,Money; Relationships; Communication,TRUE,FALSE,TRADE,Awkwardness has a price
Would you rather drop every grudge or erase every regret?,Grudges,Regrets,Deep; Emotion; Self,TRUE,FALSE,TRADE,Which weight is heavier
Would you rather die a forgotten hero or a remembered villain?,Forgotten hero,Remembered villain,Dark; Values; Deep,TRUE,FALSE,TRADE,Legacy vs virtue
Does making toast count as cooking?,Yes,No,Food & Drink; Humor,TRUE,FALSE,TASTE,Non-cooks defend their one dish
Are olives delicious or disgusting?,Delicious,Disgusting,Food & Drink; Taste,TRUE,FALSE,TASTE,A true taste bud lottery
Does mint chocolate taste like toothpaste?,Yes,No,Food & Drink; Taste,TRUE,FALSE,TASTE,Refreshing or dental flashback
Is a cruise a dream vacation or a floating trap?,Dream,Trap,Travel; Humor,TRUE,FALSE,TASTE,Buffet bliss vs no exit
Is camping a vacation or voluntary suffering?,Vacation,Suffering,Travel; Humor,TRUE,FALSE,TASTE,Fresh air vs bad sleep outside
Is eating alone at a restaurant a treat or awkward?,Treat,Awkward,Social; Food & Drink,TRUE,FALSE,TASTE,Self-date vs public solitude
Is a gift card a thoughtful gift or a cop-out?,Thoughtful,Cop-out,Etiquette; Debate,TRUE,FALSE,TASTE,Practicality vs effort points
Is 3am late night or early morning?,Late night,Early morning,Debate; Humor,TRUE,FALSE,GREY,Depends if you slept yet
Does 'next Friday' mean the nearest Friday?,Yes,No,Communication; Debate,TRUE,FALSE,GREY,Plans die on this ambiguity
Is watching at home better than the movie theater?,Home,Theater,Entertainment; Preferences,TRUE,FALSE,TASTE,Couch comfort vs big screen ritual
Are weekly episodes better than full-season drops?,Weekly,All at once,Media; Entertainment; Debate,TRUE,FALSE,TASTE,Anticipation people vs binge people
Are horror movies fun or just stressful?,Fun,Stressful,Entertainment; Preferences,TRUE,FALSE,TASTE,Thrill seekers vs the never-again camp
Are Crocs real shoes?,Yes,No,Style; Humor; Debate,TRUE,FALSE,GREY,"Hot dog sandwich energy, footwear edition"
Is folding the corner of a book page a crime?,Yes,No,Media; Habits; Debate,TRUE,FALSE,TASTE,Book respecters vs books-are-tools people
Is 'no problem' a proper reply to 'thank you'?,Yes,No,Communication; Etiquette; Debate,TRUE,FALSE,NORM,"Splits cleanly by generation, both baffled"
Is overhead lighting better than lamps?,Overhead,Lamps,Home; Design; Debate,TRUE,FALSE,TASTE,Bright-room practicals vs ambiance devotees
Is a toddler leash genius or grim?,Genius,Grim,Family; Humor; Debate,TRUE,FALSE,TASTE,Safety tool or tiny prisoner
Is stealing fries off a friend's plate a crime or a compliment?,Crime,Compliment,Food & Drink; Social; Humor,TRUE,FALSE,TASTE,Fries tax believers vs plate defenders
Is letting the dog sleep in the bed love or chaos?,Love,Chaos,Home; Habits; Humor,TRUE,FALSE,TASTE,Cuddles vs clean sheets
Is ignorance bliss?,Yes,No,Belief; Deep,TRUE,FALSE,BELIEF,Truth seekers vs peace keepers
Do dreams mean anything?,Yes,No,Belief; Psychology,TRUE,FALSE,BELIEF,Messages vs brain static
Would everyone benefit from therapy?,Yes,No,Psychology; Health & Wellness,TRUE,FALSE,BELIEF,Tune-up vs crisis-only view
Is honesty always the best policy?,Yes,No,Ethics; Values,TRUE,FALSE,BELIEF,Truth vs tact
Is trust given or earned?,Given,Earned,Trust; Belief,TRUE,FALSE,BELIEF,Open by default or guarded
Can anyone learn to sing?,Yes,No,Music; Belief,TRUE,FALSE,BELIEF,Hope for the tone deaf
Are most friendships just circumstance?,Yes,No,Social; Belief; Deep,TRUE,FALSE,BELIEF,Chosen vs convenient
Does everyone have a price?,Yes,No,Ethics; Deep,TRUE,FALSE,BELIEF,Cynic vs idealist line
Is ambition mostly insecurity in disguise?,Yes,No,Psychology; Deep,TRUE,FALSE,BELIEF,Flattering vs piercing take
Is happiness mostly a choice?,Yes,No,Psychology; Deep,TRUE,FALSE,BELIEF,Agency vs circumstance
Can you jinx something by saying it out loud?,Yes,No,Belief; Fun,TRUE,FALSE,BELIEF,Closet superstition test
Do you believe in karma?,Yes,No,Belief; Deep,TRUE,FALSE,BELIEF,Cosmic scorekeeping split
Is timing more important than compatibility?,Timing,Compatibility,Relationships; Deep,TRUE,FALSE,BELIEF,"Right person, wrong time camp"
Should real love feel easy?,Yes,No,Relationships; Deep,TRUE,FALSE,BELIEF,Effortless vs earned love
Can a relationship fully recover from broken trust?,Yes,No,Relationships; Trust,TRUE,FALSE,BELIEF,Limits of forgiveness
Will the world be a better place in 50 years?,Yes,No,Future; Society,TRUE,FALSE,BELIEF,Optimist vs doomer
Will phones one day be seen like cigarettes?,Yes,No,Technology; Future; Society,TRUE,FALSE,BELIEF,Regret prediction
Have aliens ever visited Earth?,Yes,No,Belief; Science; Fun,TRUE,FALSE,BELIEF,Believers vs debunkers
Is a big expensive wedding worth it?,Yes,No,Belief; Money; Relationships,TRUE,FALSE,BELIEF,Dream day vs down payment
Do you trust future you to handle what you're putting off?,Yes,No,Belief; Self; Productivity,TRUE,FALSE,MIRROR,Self-trust under oath
Is it okay to ask guests to take off their shoes?,Yes,No,Home; Etiquette,TRUE,FALSE,NORM,Clean floors vs cold feet
Is it okay to ask a stranger to swap plane seats?,Yes,No,Travel; Etiquette,TRUE,FALSE,NORM,Seat-swap discourse rages on
Is a birthday text as good as a birthday call?,Yes,No,Communication; Relationships,TRUE,FALSE,NORM,Effort math divides generations
Is scolding someone else's child ever okay?,Yes,No,Family; Norms,TRUE,FALSE,NORM,"It takes a village, or butt out"
Is declining a call then texting 'what's up' rude?,Yes,No,Communication; Etiquette,TRUE,FALSE,NORM,Call screeners vs callers
Is clapping when the plane lands embarrassing?,Yes,No,Travel; Norms,TRUE,FALSE,NORM,Joy vs cringe
Is mowing the lawn at 8am on a weekend okay?,Yes,No,Home; Norms,TRUE,FALSE,NORM,Early birds vs weekend sleepers
Does the driver get final say on the car music?,Yes,No,Norms; Music; Fun,TRUE,FALSE,NORM,Driver's law vs democracy
Is it okay to hit 'no tip' on a counter tip screen?,Yes,No,Money; Consumer; Norms,TRUE,FALSE,NORM,Guilt tech vs earned tips
Do you unpack your suitcase the day you get home?,Yes,No,Travel; Habits,TRUE,FALSE,HABIT,Instant unpackers vs week later
Do you chat with your hairdresser or sit in silence?,Chat,Silence,Social; Habits,TRUE,FALSE,HABIT,Chair chatters vs quiet clients
Do you drink straight from the carton?,Yes,No,Food & Drink; Habits,TRUE,FALSE,HABIT,Household crime or victimless habit
Do you sneak your own snacks into the movies?,Yes,No,Entertainment; Confession,TRUE,FALSE,HABIT,Concession rebels vs rule followers
Do you stay up too late just to get time to yourself?,Yes,No,Habits; Psychology,TRUE,FALSE,HABIT,Revenge bedtime is real for many
Do you deep clean only when guests are coming?,Yes,No,Home; Confession,TRUE,FALSE,HABIT,Company-clean vs always-clean
Do you put nearly empty containers back in the fridge?,Yes,No,Home; Habits,TRUE,FALSE,HABIT,The one-sip orange juice move
Do you pick self-checkout to avoid talking to people?,Yes,No,Social; Habits,TRUE,FALSE,HABIT,Technology as small-talk shield
Do you have a better sense of direction than most people?,Yes,No,Travel; Self,TRUE,FALSE,MIRROR,Claimed loudest by the recently lost
Would you outlast most people you know on a desert island?,Yes,No,Adventure; Fun; Self,TRUE,FALSE,MIRROR,Everyone survives the island in theory
Could you run a mile right now without stopping?,Yes,No,Health & Wellness; Self,TRUE,FALSE,MIRROR,Easy to claim from the sofa
Are you the funny one in your family?,Yes,No,Humor; Family; Self,TRUE,FALSE,MIRROR,Every sibling claims the title
Are you the least dramatic person in your friend group?,Yes,No,Social; Humor; Self,TRUE,FALSE,MIRROR,The dramatic one never suspects
Are you funnier than your partner?,Yes,No,Humor; Relationships; Self,TRUE,FALSE,MIRROR,Both halves of every couple say yes
Do you look better in person than in photos?,Yes,No,Self; Style,TRUE,FALSE,MIRROR,"The camera is lying, says everyone"
Can you actually carry a tune?,Yes,No,Music; Fun; Self,TRUE,FALSE,MIRROR,Car concerts inflate the data
Are you easier to travel with than most people?,Yes,No,Travel; Social; Self,TRUE,FALSE,MIRROR,"Every trip has one problem, never you"
Do you remember arguments more accurately than the other person?,Yes,No,Relationships; Communication; Self,TRUE,FALSE,MIRROR,"Two perfect memories, one fight"
Are you owed more apologies than you owe?,Yes,No,Relationships; Emotion; Self,TRUE,FALSE,MIRROR,The ledger favors its keeper
Brownies: center piece or edge piece?,Center,Edge,Food & Drink; Preferences,TRUE,FALSE,TASTE,Texture people vs fudge people
Do you sleep with a top sheet?,Yes,No,Home; Habits,TRUE,FALSE,HABIT,Gen Z quietly ditched the top sheet
Leftover pizza: cold or reheated?,Cold,Reheated,Food & Drink; Taste,TRUE,FALSE,TASTE,Cold slice loyalists are loud
Is double dipping a chip acceptable?,Yes,No,Etiquette; Food & Drink,TRUE,FALSE,NORM,"Seinfeld made it a crime, half disagree"
Pancakes or waffles?,Pancakes,Waffles,Food & Drink; Preferences,TRUE,FALSE,TASTE,The classic breakfast splitter
Which would you rather lose: your eyesight or all your memories?,Eyesight,Memories,Deep; Values,TRUE,FALSE,TRADE,"Genuine values split, no easy pick"
